lent,return,lent_stationName,return_stationName,url
1355,388,보문2교,동성중학교 앞,http://map.daum.net/?sName=보문2교 대여소&eName=동성중학교 앞 대여소&target=bicycle
341,388,혜화역 3번출구 뒤,동성중학교 앞,http://map.daum.net/?sName=혜화역 3번출구 뒤 대여소&eName=동성중학교 앞 대여소&target=bicycle
107,413,신한은행 서교동금융센터점 앞,상암월드컵파크 3단지 후문,http://map.daum.net/?sName=신한은행 서교동금융센터점 앞 대여소&eName=상암월드컵파크 3단지 후문 대여소&target=bicycle
157,160,애오개역 4번출구 앞,북아현동 가구거리,http://map.daum.net/?sName=애오개역 4번출구 앞 대여소&eName=북아현동 가구거리 대여소&target=bicycle
800,836,목월공원 앞,현대자동차서비스 앞,http://map.daum.net/?sName=목월공원 앞 대여소&eName=현대자동차서비스 앞 대여소&target=bicycle
806,836,전자랜드 본관 앞,현대자동차서비스 앞,http://map.daum.net/?sName=전자랜드 본관 앞 대여소&eName=현대자동차서비스 앞 대여소&target=bicycle
2219,2279,"고속터미널역 8-1번, 8-2번 출구 사이",교대역 5번출구뒤,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=교대역 5번출구뒤 대여소&target=bicycle"
2237,2279,서울남부터미널 대합실 입구,교대역 5번출구뒤,http://map.daum.net/?sName=서울남부터미널 대합실 입구 대여소&eName=교대역 5번출구뒤 대여소&target=bicycle
2219,2271,"고속터미널역 8-1번, 8-2번 출구 사이",내방역 8번출구 앞,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=내방역 8번출구 앞 대여소&target=bicycle"
2219,2266,"고속터미널역 8-1번, 8-2번 출구 사이",서초역 3번출구,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=서초역 3번출구 대여소&target=bicycle"
2219,2222,"고속터미널역 8-1번, 8-2번 출구 사이",사당역 12번출구 뒤,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=사당역 12번출구 뒤 대여소&target=bicycle"
2028,2222,남성역 2번출구 뒷편,사당역 12번출구 뒤,http://map.daum.net/?sName=남성역 2번출구 뒷편 대여소&eName=사당역 12번출구 뒤 대여소&target=bicycle
2048,2222,삼일초등학교 인근,사당역 12번출구 뒤,http://map.daum.net/?sName=삼일초등학교 인근 대여소&eName=사당역 12번출구 뒤 대여소&target=bicycle
2219,2268,"고속터미널역 8-1번, 8-2번 출구 사이",서초4동주민센터,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=서초4동주민센터 대여소&target=bicycle"
2219,2239,"고속터미널역 8-1번, 8-2번 출구 사이",교대역 6번출구,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=교대역 6번출구 대여소&target=bicycle"
2219,832,"고속터미널역 8-1번, 8-2번 출구 사이",이촌1동 주민센터 뒤,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=이촌1동 주민센터 뒤 대여소&target=bicycle"
2219,2228,"고속터미널역 8-1번, 8-2번 출구 사이",뒷벌공원 옆,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=뒷벌공원 옆 대여소&target=bicycle"
2219,2277,"고속터미널역 8-1번, 8-2번 출구 사이",길마중4교 하부,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=길마중4교 하부 대여소&target=bicycle"
2262,2277,한신16차아파트 119동 앞,길마중4교 하부,http://map.daum.net/?sName=한신16차아파트 119동 앞 대여소&eName=길마중4교 하부 대여소&target=bicycle
2219,2262,"고속터미널역 8-1번, 8-2번 출구 사이",한신16차아파트 119동 앞,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=한신16차아파트 119동 앞 대여소&target=bicycle"
1139,1140,용문사 버스정류장,목동사거리 버스정류장,http://map.daum.net/?sName=용문사 버스정류장 대여소&eName=목동사거리 버스정류장 대여소&target=bicycle
1139,723,용문사 버스정류장,SBS방송국,http://map.daum.net/?sName=용문사 버스정류장 대여소&eName=SBS방송국 대여소&target=bicycle
1139,731,용문사 버스정류장,서울시 도로환경관리센터,http://map.daum.net/?sName=용문사 버스정류장 대여소&eName=서울시 도로환경관리센터 대여소&target=bicycle
1141,731,곰달래 문화복지센터 1-1,서울시 도로환경관리센터,http://map.daum.net/?sName=곰달래 문화복지센터 1-1 대여소&eName=서울시 도로환경관리센터 대여소&target=bicycle
1140,731,목동사거리 버스정류장,서울시 도로환경관리센터,http://map.daum.net/?sName=목동사거리 버스정류장 대여소&eName=서울시 도로환경관리센터 대여소&target=bicycle
346,375,맥스타일 앞,다산 어린이공원,http://map.daum.net/?sName=맥스타일 앞 대여소&eName=다산 어린이공원 대여소&target=bicycle
346,364,맥스타일 앞,창신역 1번출구 앞,http://map.daum.net/?sName=맥스타일 앞 대여소&eName=창신역 1번출구 앞 대여소&target=bicycle
2340,2358,삼호물산버스정류장(23370) 옆,구룡초사거리 (현대아파트10동 앞 ),http://map.daum.net/?sName=삼호물산버스정류장(23370) 옆 대여소&eName=구룡초사거리 (현대아파트10동 앞 ) 대여소&target=bicycle
1305,363,성북구청,신설동역 11번출구 뒤,http://map.daum.net/?sName=성북구청 대여소&eName=신설동역 11번출구 뒤 대여소&target=bicycle
339,363,종로4가 사거리,신설동역 11번출구 뒤,http://map.daum.net/?sName=종로4가 사거리 대여소&eName=신설동역 11번출구 뒤 대여소&target=bicycle
362,363,청계8가 사거리,신설동역 11번출구 뒤,http://map.daum.net/?sName=청계8가 사거리 대여소&eName=신설동역 11번출구 뒤 대여소&target=bicycle
1006,1008,롯데캐슬 115동앞,암사역 3번출구(국민은행앞),http://map.daum.net/?sName=롯데캐슬 115동앞 대여소&eName=암사역 3번출구(국민은행앞) 대여소&target=bicycle
1003,1008,해공도서관앞,암사역 3번출구(국민은행앞),http://map.daum.net/?sName=해공도서관앞 대여소&eName=암사역 3번출구(국민은행앞) 대여소&target=bicycle
239,245,유스호스텔 앞,삼성생명 당산사옥 앞,http://map.daum.net/?sName=유스호스텔 앞 대여소&eName=삼성생명 당산사옥 앞 대여소&target=bicycle
230,245,영등포구청역 1번출구,삼성생명 당산사옥 앞,http://map.daum.net/?sName=영등포구청역 1번출구 대여소&eName=삼성생명 당산사옥 앞 대여소&target=bicycle
1425,1447,용마문화복지센터,면목역 3번출구,http://map.daum.net/?sName=용마문화복지센터 대여소&eName=면목역 3번출구 대여소&target=bicycle
1440,1447,하나은행 면목지점,면목역 3번출구,http://map.daum.net/?sName=하나은행 면목지점 대여소&eName=면목역 3번출구 대여소&target=bicycle
1411,1447,상봉시장앞 교차로 한성빌딩 앞,면목역 3번출구,http://map.daum.net/?sName=상봉시장앞 교차로 한성빌딩 앞 대여소&eName=면목역 3번출구 대여소&target=bicycle
1425,1456,용마문화복지센터,상아빌딩(우림시장 교차로),http://map.daum.net/?sName=용마문화복지센터 대여소&eName=상아빌딩(우림시장 교차로) 대여소&target=bicycle
1446,1456,중랑전화국 교차로,상아빌딩(우림시장 교차로),http://map.daum.net/?sName=중랑전화국 교차로 대여소&eName=상아빌딩(우림시장 교차로) 대여소&target=bicycle
1411,1456,상봉시장앞 교차로 한성빌딩 앞,상아빌딩(우림시장 교차로),http://map.daum.net/?sName=상봉시장앞 교차로 한성빌딩 앞 대여소&eName=상아빌딩(우림시장 교차로) 대여소&target=bicycle
1318,1320,길음역 3번출구 뒤,종암 농협지점 앞,http://map.daum.net/?sName=길음역 3번출구 뒤 대여소&eName=종암 농협지점 앞 대여소&target=bicycle
1318,1328,길음역 3번출구 뒤,월곡역 3번출구,http://map.daum.net/?sName=길음역 3번출구 뒤 대여소&eName=월곡역 3번출구 대여소&target=bicycle
2237,2272,서울남부터미널 대합실 입구,교대입구 교차로,http://map.daum.net/?sName=서울남부터미널 대합실 입구 대여소&eName=교대입구 교차로 대여소&target=bicycle
2266,2272,서초역 3번출구,교대입구 교차로,http://map.daum.net/?sName=서초역 3번출구 대여소&eName=교대입구 교차로 대여소&target=bicycle
1962,1976,가리봉동주민센터,남구로역 5번 출입구 앞,http://map.daum.net/?sName=가리봉동주민센터 대여소&eName=남구로역 5번 출입구 앞 대여소&target=bicycle
1001,1022,광진교 남단 사거리(디지털프라자앞),길동 사거리(초소앞),http://map.daum.net/?sName=광진교 남단 사거리(디지털프라자앞) 대여소&eName=길동 사거리(초소앞) 대여소&target=bicycle
1019,1022,다성이즈빌아파트(호원대 대각선 맞은편),길동 사거리(초소앞),http://map.daum.net/?sName=다성이즈빌아파트(호원대 대각선 맞은편) 대여소&eName=길동 사거리(초소앞) 대여소&target=bicycle
2015,237,신대방삼거리역 6번출구쪽,보라매 두산위브 건너편,http://map.daum.net/?sName=신대방삼거리역 6번출구쪽 대여소&eName=보라매 두산위브 건너편 대여소&target=bicycle
3501,514,광진구청 앞,성수사거리 버스정류장 앞,http://map.daum.net/?sName=광진구청 앞 대여소&eName=성수사거리 버스정류장 앞 대여소&target=bicycle
503,514,더샵스타시티 C동 앞,성수사거리 버스정류장 앞,http://map.daum.net/?sName=더샵스타시티 C동 앞 대여소&eName=성수사거리 버스정류장 앞 대여소&target=bicycle
513,514,뚝섬역 5번 출구 정류소 옆,성수사거리 버스정류장 앞,http://map.daum.net/?sName=뚝섬역 5번 출구 정류소 옆 대여소&eName=성수사거리 버스정류장 앞 대여소&target=bicycle
3501,3523,광진구청 앞,건국대학교 과학관(이과대) 앞,http://map.daum.net/?sName=광진구청 앞 대여소&eName=건국대학교 과학관(이과대) 앞 대여소&target=bicycle
1141,719,곰달래 문화복지센터 1-1,홍익병원앞 교차로,http://map.daum.net/?sName=곰달래 문화복지센터 1-1 대여소&eName=홍익병원앞 교차로 대여소&target=bicycle
702,719,목4동주민센터 옆,홍익병원앞 교차로,http://map.daum.net/?sName=목4동주민센터 옆 대여소&eName=홍익병원앞 교차로 대여소&target=bicycle
1141,1146,곰달래 문화복지센터 1-1,곰달래사거리,http://map.daum.net/?sName=곰달래 문화복지센터 1-1 대여소&eName=곰달래사거리 대여소&target=bicycle
1128,1146,화곡역 6번출구,곰달래사거리,http://map.daum.net/?sName=화곡역 6번출구 대여소&eName=곰달래사거리 대여소&target=bicycle
1010,1026,강동세무서,대명초교 입구 교차로,http://map.daum.net/?sName=강동세무서 대여소&eName=대명초교 입구 교차로 대여소&target=bicycle
1010,1024,강동세무서,강동구청 앞,http://map.daum.net/?sName=강동세무서 대여소&eName=강동구청 앞 대여소&target=bicycle
1010,1036,강동세무서,고덕동 주양쇼핑,http://map.daum.net/?sName=강동세무서 대여소&eName=고덕동 주양쇼핑 대여소&target=bicycle
1010,1050,강동세무서,둔촌역 3번 출입구,http://map.daum.net/?sName=강동세무서 대여소&eName=둔촌역 3번 출입구 대여소&target=bicycle
1017,1050,맥도날드(길동),둔촌역 3번 출입구,http://map.daum.net/?sName=맥도날드(길동) 대여소&eName=둔촌역 3번 출입구 대여소&target=bicycle
309,311,광화문역 6번출구 옆,서울광장 옆,http://map.daum.net/?sName=광화문역 6번출구 옆 대여소&eName=서울광장 옆 대여소&target=bicycle
303,311,광화문역 1번출구 앞,서울광장 옆,http://map.daum.net/?sName=광화문역 1번출구 앞 대여소&eName=서울광장 옆 대여소&target=bicycle
308,311,광화문 S타워 앞,서울광장 옆,http://map.daum.net/?sName=광화문 S타워 앞 대여소&eName=서울광장 옆 대여소&target=bicycle
1208,1215,풍납현대아파트쉼터,올림픽공원역 1번출구 앞,http://map.daum.net/?sName=풍납현대아파트쉼터 대여소&eName=올림픽공원역 1번출구 앞 대여소&target=bicycle
1207,1215,마천CU우방점 앞,올림픽공원역 1번출구 앞,http://map.daum.net/?sName=마천CU우방점 앞 대여소&eName=올림픽공원역 1번출구 앞 대여소&target=bicycle
1208,1209,풍납현대아파트쉼터,잠실나루역 (2번 출구 쪽),http://map.daum.net/?sName=풍납현대아파트쉼터 대여소&eName=잠실나루역 (2번 출구 쪽) 대여소&target=bicycle
344,356,성균관대 E하우스 앞,KT혜화지사 앞,http://map.daum.net/?sName=성균관대 E하우스 앞 대여소&eName=KT혜화지사 앞 대여소&target=bicycle
1306,356,한성대입구역2번출구,KT혜화지사 앞,http://map.daum.net/?sName=한성대입구역2번출구 대여소&eName=KT혜화지사 앞 대여소&target=bicycle
334,356,종로3가역 2번출구 뒤,KT혜화지사 앞,http://map.daum.net/?sName=종로3가역 2번출구 뒤 대여소&eName=KT혜화지사 앞 대여소&target=bicycle
340,356,혜화동 로터리,KT혜화지사 앞,http://map.daum.net/?sName=혜화동 로터리 대여소&eName=KT혜화지사 앞 대여소&target=bicycle
344,346,성균관대 E하우스 앞,맥스타일 앞,http://map.daum.net/?sName=성균관대 E하우스 앞 대여소&eName=맥스타일 앞 대여소&target=bicycle
1351,346,SK제삼주유소 앞,맥스타일 앞,http://map.daum.net/?sName=SK제삼주유소 앞 대여소&eName=맥스타일 앞 대여소&target=bicycle
342,346,대학로 마로니에공원,맥스타일 앞,http://map.daum.net/?sName=대학로 마로니에공원 대여소&eName=맥스타일 앞 대여소&target=bicycle
345,393,서울보증보험본사 앞,동대문역 8번 출구,http://map.daum.net/?sName=서울보증보험본사 앞 대여소&eName=동대문역 8번 출구 대여소&target=bicycle
