lent,return,lent_stationName,return_stationName,url
119,121,서강나루 공원,마포소방서 앞,http://map.daum.net/?sName=서강나루 공원 대여소&eName=마포소방서 앞 대여소&target=bicycle
119,146,서강나루 공원,마포역 1번출구 뒤,http://map.daum.net/?sName=서강나루 공원 대여소&eName=마포역 1번출구 뒤 대여소&target=bicycle
143,146,공덕역 2번출구,마포역 1번출구 뒤,http://map.daum.net/?sName=공덕역 2번출구 대여소&eName=마포역 1번출구 뒤 대여소&target=bicycle
227,267,양평2나들목 보행통로 입구,삼성화재 사옥 옆,http://map.daum.net/?sName=양평2나들목 보행통로 입구 대여소&eName=삼성화재 사옥 옆 대여소&target=bicycle
244,267,영등포삼환아파트 앞,삼성화재 사옥 옆,http://map.daum.net/?sName=영등포삼환아파트 앞 대여소&eName=삼성화재 사옥 옆 대여소&target=bicycle
227,268,양평2나들목 보행통로 입구,그랜드컨벤션센터 앞,http://map.daum.net/?sName=양평2나들목 보행통로 입구 대여소&eName=그랜드컨벤션센터 앞 대여소&target=bicycle
229,268,양평1 보행육교 앞,그랜드컨벤션센터 앞,http://map.daum.net/?sName=양평1 보행육교 앞 대여소&eName=그랜드컨벤션센터 앞 대여소&target=bicycle
227,228,양평2나들목 보행통로 입구,선유도역 3번출구 앞,http://map.daum.net/?sName=양평2나들목 보행통로 입구 대여소&eName=선유도역 3번출구 앞 대여소&target=bicycle
1205,1221,종합운동장역 4번출구,삼전사거리 포스코더샵,http://map.daum.net/?sName=종합운동장역 4번출구 대여소&eName=삼전사거리 포스코더샵 대여소&target=bicycle
1205,1206,종합운동장역 4번출구,9호선종합운동장역 9번출구,http://map.daum.net/?sName=종합운동장역 4번출구 대여소&eName=9호선종합운동장역 9번출구 대여소&target=bicycle
1248,1267,방이초등학교,올림픽공원 남2문 앞,http://map.daum.net/?sName=방이초등학교 대여소&eName=올림픽공원 남2문 앞 대여소&target=bicycle
1226,1267,잠실4동 주민센터 옆,올림픽공원 남2문 앞,http://map.daum.net/?sName=잠실4동 주민센터 옆 대여소&eName=올림픽공원 남2문 앞 대여소&target=bicycle
1248,1268,방이초등학교,몽촌토성역 1번출구 옆,http://map.daum.net/?sName=방이초등학교 대여소&eName=몽촌토성역 1번출구 옆 대여소&target=bicycle
1022,1268,길동 사거리(초소앞),몽촌토성역 1번출구 옆,http://map.daum.net/?sName=길동 사거리(초소앞) 대여소&eName=몽촌토성역 1번출구 옆 대여소&target=bicycle
1029,1268,롯데 시네마,몽촌토성역 1번출구 옆,http://map.daum.net/?sName=롯데 시네마 대여소&eName=몽촌토성역 1번출구 옆 대여소&target=bicycle
1011,1268,LIGA 아파트 앞,몽촌토성역 1번출구 옆,http://map.daum.net/?sName=LIGA 아파트 앞 대여소&eName=몽촌토성역 1번출구 옆 대여소&target=bicycle
1824,1835,독산근린공원 입구,STX V타워,http://map.daum.net/?sName=독산근린공원 입구 대여소&eName=STX V타워 대여소&target=bicycle
1405,1425,망우역 1번출구,용마문화복지센터,http://map.daum.net/?sName=망우역 1번출구 대여소&eName=용마문화복지센터 대여소&target=bicycle
1405,1430,망우역 1번출구,중랑구청,http://map.daum.net/?sName=망우역 1번출구 대여소&eName=중랑구청 대여소&target=bicycle
1403,1430,중화빌딩 앞 (동부시장),중랑구청,http://map.daum.net/?sName=중화빌딩 앞 (동부시장) 대여소&eName=중랑구청 대여소&target=bicycle
1413,1430,봉화산역 5번출구 뒤,중랑구청,http://map.daum.net/?sName=봉화산역 5번출구 뒤 대여소&eName=중랑구청 대여소&target=bicycle
1405,1454,망우역 1번출구,한국전력공사(동대문 중랑지사),http://map.daum.net/?sName=망우역 1번출구 대여소&eName=한국전력공사(동대문 중랑지사) 대여소&target=bicycle
1403,1454,중화빌딩 앞 (동부시장),한국전력공사(동대문 중랑지사),http://map.daum.net/?sName=중화빌딩 앞 (동부시장) 대여소&eName=한국전력공사(동대문 중랑지사) 대여소&target=bicycle
2119,2148,중앙동 동진빌딩,낙성대역 3번출구 뒤,http://map.daum.net/?sName=중앙동 동진빌딩 대여소&eName=낙성대역 3번출구 뒤 대여소&target=bicycle
2129,2148,낙성대 과학전시관,낙성대역 3번출구 뒤,http://map.daum.net/?sName=낙성대 과학전시관 대여소&eName=낙성대역 3번출구 뒤 대여소&target=bicycle
2119,2167,중앙동 동진빌딩,낙성대역 1번출구,http://map.daum.net/?sName=중앙동 동진빌딩 대여소&eName=낙성대역 1번출구 대여소&target=bicycle
1118,742,증미역 3번출구뒤(등촌두산위브센티움오피스텔),등촌역 5번 출구 뒤,http://map.daum.net/?sName=증미역 3번출구뒤(등촌두산위브센티움오피스텔) 대여소&eName=등촌역 5번 출구 뒤 대여소&target=bicycle
1119,742,염창동 한마음아파트앞(염창동 빛나는 음악학원앞),등촌역 5번 출구 뒤,http://map.daum.net/?sName=염창동 한마음아파트앞(염창동 빛나는 음악학원앞) 대여소&eName=등촌역 5번 출구 뒤 대여소&target=bicycle
1118,1131,증미역 3번출구뒤(등촌두산위브센티움오피스텔),꿈돌이공원 앞,http://map.daum.net/?sName=증미역 3번출구뒤(등촌두산위브센티움오피스텔) 대여소&eName=꿈돌이공원 앞 대여소&target=bicycle
1128,1131,화곡역 6번출구,꿈돌이공원 앞,http://map.daum.net/?sName=화곡역 6번출구 대여소&eName=꿈돌이공원 앞 대여소&target=bicycle
1118,700,증미역 3번출구뒤(등촌두산위브센티움오피스텔),KB국민은행 염창역 지점 앞,http://map.daum.net/?sName=증미역 3번출구뒤(등촌두산위브센티움오피스텔) 대여소&eName=KB국민은행 염창역 지점 앞 대여소&target=bicycle
1135,700,강서구의회,KB국민은행 염창역 지점 앞,http://map.daum.net/?sName=강서구의회 대여소&eName=KB국민은행 염창역 지점 앞 대여소&target=bicycle
272,700,당산육갑문,KB국민은행 염창역 지점 앞,http://map.daum.net/?sName=당산육갑문 대여소&eName=KB국민은행 염창역 지점 앞 대여소&target=bicycle
1118,1124,증미역 3번출구뒤(등촌두산위브센티움오피스텔),발산역 6번출구옆(다이소앞),http://map.daum.net/?sName=증미역 3번출구뒤(등촌두산위브센티움오피스텔) 대여소&eName=발산역 6번출구옆(다이소앞) 대여소&target=bicycle
1112,1124,마곡엠밸리4단지 정문,발산역 6번출구옆(다이소앞),http://map.daum.net/?sName=마곡엠밸리4단지 정문 대여소&eName=발산역 6번출구옆(다이소앞) 대여소&target=bicycle
3507,3516,어린이회관,구의아리수정수센터앞,http://map.daum.net/?sName=어린이회관 대여소&eName=구의아리수정수센터앞 대여소&target=bicycle
3507,540,어린이회관,군자역 7번출구 베스트샵 앞,http://map.daum.net/?sName=어린이회관 대여소&eName=군자역 7번출구 베스트샵 앞 대여소&target=bicycle
500,540,어린이대공원역 3번출구 앞,군자역 7번출구 베스트샵 앞,http://map.daum.net/?sName=어린이대공원역 3번출구 앞 대여소&eName=군자역 7번출구 베스트샵 앞 대여소&target=bicycle
514,540,성수사거리 버스정류장 앞,군자역 7번출구 베스트샵 앞,http://map.daum.net/?sName=성수사거리 버스정류장 앞 대여소&eName=군자역 7번출구 베스트샵 앞 대여소&target=bicycle
3507,3520,어린이회관,광진경찰서,http://map.daum.net/?sName=어린이회관 대여소&eName=광진경찰서 대여소&target=bicycle
3504,3520,원일교회,광진경찰서,http://map.daum.net/?sName=원일교회 대여소&eName=광진경찰서 대여소&target=bicycle
1209,1235,잠실나루역 (2번 출구 쪽),잠실트리지움310동 옆,http://map.daum.net/?sName=잠실나루역 (2번 출구 쪽) 대여소&eName=잠실트리지움310동 옆 대여소&target=bicycle
1220,1235,잠실본동주민센터뒤 잠실근린공원,잠실트리지움310동 옆,http://map.daum.net/?sName=잠실본동주민센터뒤 잠실근린공원 대여소&eName=잠실트리지움310동 옆 대여소&target=bicycle
1212,1235,송파역 2번 출구앞,잠실트리지움310동 옆,http://map.daum.net/?sName=송파역 2번 출구앞 대여소&eName=잠실트리지움310동 옆 대여소&target=bicycle
1209,1289,잠실나루역 (2번 출구 쪽),풍납동 자전거보관소,http://map.daum.net/?sName=잠실나루역 (2번 출구 쪽) 대여소&eName=풍납동 자전거보관소 대여소&target=bicycle
1029,1289,롯데 시네마,풍납동 자전거보관소,http://map.daum.net/?sName=롯데 시네마 대여소&eName=풍납동 자전거보관소 대여소&target=bicycle
1208,1289,풍납현대아파트쉼터,풍납동 자전거보관소,http://map.daum.net/?sName=풍납현대아파트쉼터 대여소&eName=풍납동 자전거보관소 대여소&target=bicycle
1009,1289,천호역4번출구(현대백화점),풍납동 자전거보관소,http://map.daum.net/?sName=천호역4번출구(현대백화점) 대여소&eName=풍납동 자전거보관소 대여소&target=bicycle
546,592,잠실대교북단 교차로,건국대학교 학생회관,http://map.daum.net/?sName=잠실대교북단 교차로 대여소&eName=건국대학교 학생회관 대여소&target=bicycle
584,592,광진광장 교통섬,건국대학교 학생회관,http://map.daum.net/?sName=광진광장 교통섬 대여소&eName=건국대학교 학생회관 대여소&target=bicycle
3513,518,상왕십리역 1번출구,청계천 박물관 앞,http://map.daum.net/?sName=상왕십리역 1번출구 대여소&eName=청계천 박물관 앞 대여소&target=bicycle
378,518,청계7가 사거리,청계천 박물관 앞,http://map.daum.net/?sName=청계7가 사거리 대여소&eName=청계천 박물관 앞 대여소&target=bicycle
3513,530,상왕십리역 1번출구,청계벽산아파트 앞,http://map.daum.net/?sName=상왕십리역 1번출구 대여소&eName=청계벽산아파트 앞 대여소&target=bicycle
518,530,청계천 박물관 앞,청계벽산아파트 앞,http://map.daum.net/?sName=청계천 박물관 앞 대여소&eName=청계벽산아파트 앞 대여소&target=bicycle
3513,557,상왕십리역 1번출구,도선동 주민센터 앞,http://map.daum.net/?sName=상왕십리역 1번출구 대여소&eName=도선동 주민센터 앞 대여소&target=bicycle
530,557,청계벽산아파트 앞,도선동 주민센터 앞,http://map.daum.net/?sName=청계벽산아파트 앞 대여소&eName=도선동 주민센터 앞 대여소&target=bicycle
1303,386,돈암초교 입구,올림픽기념 국민생활관 앞,http://map.daum.net/?sName=돈암초교 입구 대여소&eName=올림픽기념 국민생활관 앞 대여소&target=bicycle
2328,2349,르네상스 호텔 사거리 역삼지하보도 7번출구 앞,역삼빌딩 앞(하나은행 옆),http://map.daum.net/?sName=르네상스 호텔 사거리 역삼지하보도 7번출구 앞 대여소&eName=역삼빌딩 앞(하나은행 옆) 대여소&target=bicycle
2328,2332,르네상스 호텔 사거리 역삼지하보도 7번출구 앞,선릉역3번출구,http://map.daum.net/?sName=르네상스 호텔 사거리 역삼지하보도 7번출구 앞 대여소&eName=선릉역3번출구 대여소&target=bicycle
184,199,SK망원동주유소 건너편,서울 월드컵 경기장,http://map.daum.net/?sName=SK망원동주유소 건너편 대여소&eName=서울 월드컵 경기장 대여소&target=bicycle
186,199,월드컵공원,서울 월드컵 경기장,http://map.daum.net/?sName=월드컵공원 대여소&eName=서울 월드컵 경기장 대여소&target=bicycle
1124,1126,발산역 6번출구옆(다이소앞),우장산역 1번출구옆(우장산아이파크105동앞),http://map.daum.net/?sName=발산역 6번출구옆(다이소앞) 대여소&eName=우장산역 1번출구옆(우장산아이파크105동앞) 대여소&target=bicycle
1125,1126,명덕고교입구(영종빌딩),우장산역 1번출구옆(우장산아이파크105동앞),http://map.daum.net/?sName=명덕고교입구(영종빌딩) 대여소&eName=우장산역 1번출구옆(우장산아이파크105동앞) 대여소&target=bicycle
1124,1148,발산역 6번출구옆(다이소앞),볏골공원,http://map.daum.net/?sName=발산역 6번출구옆(다이소앞) 대여소&eName=볏골공원 대여소&target=bicycle
1124,1132,발산역 6번출구옆(다이소앞),등촌역 7번출구,http://map.daum.net/?sName=발산역 6번출구옆(다이소앞) 대여소&eName=등촌역 7번출구 대여소&target=bicycle
1124,1160,발산역 6번출구옆(다이소앞),양천향교역 7번출구앞,http://map.daum.net/?sName=발산역 6번출구옆(다이소앞) 대여소&eName=양천향교역 7번출구앞 대여소&target=bicycle
1124,1158,발산역 6번출구옆(다이소앞),가양역 8번출구,http://map.daum.net/?sName=발산역 6번출구옆(다이소앞) 대여소&eName=가양역 8번출구 대여소&target=bicycle
1157,1158,강서구청,가양역 8번출구,http://map.daum.net/?sName=강서구청 대여소&eName=가양역 8번출구 대여소&target=bicycle
314,334,국립현대미술관,종로3가역 2번출구 뒤,http://map.daum.net/?sName=국립현대미술관 대여소&eName=종로3가역 2번출구 뒤 대여소&target=bicycle
314,450,국립현대미술관,효자동 삼거리,http://map.daum.net/?sName=국립현대미술관 대여소&eName=효자동 삼거리 대여소&target=bicycle
117,161,홍은사거리,무악재역1번 출구,http://map.daum.net/?sName=홍은사거리 대여소&eName=무악재역1번 출구 대여소&target=bicycle
117,123,홍은사거리,문화촌 공원,http://map.daum.net/?sName=홍은사거리 대여소&eName=문화촌 공원 대여소&target=bicycle
1211,1231,방이삼거리,잠실역 6번출구,http://map.daum.net/?sName=방이삼거리 대여소&eName=잠실역 6번출구 대여소&target=bicycle
1220,1231,잠실본동주민센터뒤 잠실근린공원,잠실역 6번출구,http://map.daum.net/?sName=잠실본동주민센터뒤 잠실근린공원 대여소&eName=잠실역 6번출구 대여소&target=bicycle
1221,1231,삼전사거리 포스코더샵,잠실역 6번출구,http://map.daum.net/?sName=삼전사거리 포스코더샵 대여소&eName=잠실역 6번출구 대여소&target=bicycle
1224,1231,아시아지하보도 2번 출구,잠실역 6번출구,http://map.daum.net/?sName=아시아지하보도 2번 출구 대여소&eName=잠실역 6번출구 대여소&target=bicycle
1211,1269,방이삼거리,리센츠아파트,http://map.daum.net/?sName=방이삼거리 대여소&eName=리센츠아파트 대여소&target=bicycle
378,550,청계7가 사거리,서울시설공단 앞,http://map.daum.net/?sName=청계7가 사거리 대여소&eName=서울시설공단 앞 대여소&target=bicycle
378,605,청계7가 사거리,신설동역8번출구,http://map.daum.net/?sName=청계7가 사거리 대여소&eName=신설동역8번출구 대여소&target=bicycle
2369,2380,KT선릉타워,삼성동베이직하우스앞,http://map.daum.net/?sName=KT선릉타워 대여소&eName=삼성동베이직하우스앞 대여소&target=bicycle
2348,2380,포스코사거리(기업은행),삼성동베이직하우스앞,http://map.daum.net/?sName=포스코사거리(기업은행) 대여소&eName=삼성동베이직하우스앞 대여소&target=bicycle
2315,2380,봉은사역 5번출구 옆,삼성동베이직하우스앞,http://map.daum.net/?sName=봉은사역 5번출구 옆 대여소&eName=삼성동베이직하우스앞 대여소&target=bicycle
639,650,서울시립대 후문,중랑교사거리,http://map.daum.net/?sName=서울시립대 후문 대여소&eName=중랑교사거리 대여소&target=bicycle
606,650,휘경공고앞,중랑교사거리,http://map.daum.net/?sName=휘경공고앞 대여소&eName=중랑교사거리 대여소&target=bicycle
1253,1275,오금역 3번 출구 뒤,거여초등학교 옆,http://map.daum.net/?sName=오금역 3번 출구 뒤 대여소&eName=거여초등학교 옆 대여소&target=bicycle
828,834,숙대입구역 8번,효창공원앞역 3번출구 뒤,http://map.daum.net/?sName=숙대입구역 8번 대여소&eName=효창공원앞역 3번출구 뒤 대여소&target=bicycle
3519,648,용답역 1번 출구,장안동위더스빌옆,http://map.daum.net/?sName=용답역 1번 출구 대여소&eName=장안동위더스빌옆 대여소&target=bicycle
3519,526,용답역 1번 출구,용답토속공원 앞,http://map.daum.net/?sName=용답역 1번 출구 대여소&eName=용답토속공원 앞 대여소&target=bicycle
3519,525,용답역 1번 출구,한양대병원사거리,http://map.daum.net/?sName=용답역 1번 출구 대여소&eName=한양대병원사거리 대여소&target=bicycle
3514,525,왕십리교회옆,한양대병원사거리,http://map.daum.net/?sName=왕십리교회옆 대여소&eName=한양대병원사거리 대여소&target=bicycle
901,912,응암1동사무소,응암오거리,http://map.daum.net/?sName=응암1동사무소 대여소&eName=응암오거리 대여소&target=bicycle
409,912,누리꿈스퀘어 옆,응암오거리,http://map.daum.net/?sName=누리꿈스퀘어 옆 대여소&eName=응암오거리 대여소&target=bicycle
906,912,연신내역 5번출구150M 아래,응암오거리,http://map.daum.net/?sName=연신내역 5번출구150M 아래 대여소&eName=응암오거리 대여소&target=bicycle
418,912,월드컵경기장역 3번출구 옆,응암오거리,http://map.daum.net/?sName=월드컵경기장역 3번출구 옆 대여소&eName=응암오거리 대여소&target=bicycle
1438,1441,홈플러스 신내점 앞,신내능말공원,http://map.daum.net/?sName=홈플러스 신내점 앞 대여소&eName=신내능말공원 대여소&target=bicycle
202,203,국민일보 앞,국회의사당역 3번출구 옆,http://map.daum.net/?sName=국민일보 앞 대여소&eName=국회의사당역 3번출구 옆 대여소&target=bicycle
201,203,진미파라곤 앞,국회의사당역 3번출구 옆,http://map.daum.net/?sName=진미파라곤 앞 대여소&eName=국회의사당역 3번출구 옆 대여소&target=bicycle
1531,1709,미아사거리 1번 출구,쌍문역4번출구 주변,http://map.daum.net/?sName=미아사거리 1번 출구 대여소&eName=쌍문역4번출구 주변 대여소&target=bicycle
1512,1709,강북중학교 앞,쌍문역4번출구 주변,http://map.daum.net/?sName=강북중학교 앞 대여소&eName=쌍문역4번출구 주변 대여소&target=bicycle
1706,1709,기업은행 앞,쌍문역4번출구 주변,http://map.daum.net/?sName=기업은행 앞 대여소&eName=쌍문역4번출구 주변 대여소&target=bicycle
1530,1709,광산사거리,쌍문역4번출구 주변,http://map.daum.net/?sName=광산사거리 대여소&eName=쌍문역4번출구 주변 대여소&target=bicycle
1531,1534,미아사거리 1번 출구,북서울 꿈의 숲 동문,http://map.daum.net/?sName=미아사거리 1번 출구 대여소&eName=북서울 꿈의 숲 동문 대여소&target=bicycle
102,115,망원역 1번출구 앞,사루비아 빌딩 앞,http://map.daum.net/?sName=망원역 1번출구 앞 대여소&eName=사루비아 빌딩 앞 대여소&target=bicycle
107,115,신한은행 서교동금융센터점 앞,사루비아 빌딩 앞,http://map.daum.net/?sName=신한은행 서교동금융센터점 앞 대여소&eName=사루비아 빌딩 앞 대여소&target=bicycle
104,115,합정역 1번출구 앞,사루비아 빌딩 앞,http://map.daum.net/?sName=합정역 1번출구 앞 대여소&eName=사루비아 빌딩 앞 대여소&target=bicycle
102,106,망원역 1번출구 앞,합정역 7번출구 앞,http://map.daum.net/?sName=망원역 1번출구 앞 대여소&eName=합정역 7번출구 앞 대여소&target=bicycle
104,106,합정역 1번출구 앞,합정역 7번출구 앞,http://map.daum.net/?sName=합정역 1번출구 앞 대여소&eName=합정역 7번출구 앞 대여소&target=bicycle
102,109,망원역 1번출구 앞,제일빌딩 앞,http://map.daum.net/?sName=망원역 1번출구 앞 대여소&eName=제일빌딩 앞 대여소&target=bicycle
105,109,합정역 5번출구 앞,제일빌딩 앞,http://map.daum.net/?sName=합정역 5번출구 앞 대여소&eName=제일빌딩 앞 대여소&target=bicycle
103,109,망원역 2번출구 앞,제일빌딩 앞,http://map.daum.net/?sName=망원역 2번출구 앞 대여소&eName=제일빌딩 앞 대여소&target=bicycle
101,109,(구)합정동 주민센터,제일빌딩 앞,http://map.daum.net/?sName=(구)합정동 주민센터 대여소&eName=제일빌딩 앞 대여소&target=bicycle
102,107,망원역 1번출구 앞,신한은행 서교동금융센터점 앞,http://map.daum.net/?sName=망원역 1번출구 앞 대여소&eName=신한은행 서교동금융센터점 앞 대여소&target=bicycle
102,105,망원역 1번출구 앞,합정역 5번출구 앞,http://map.daum.net/?sName=망원역 1번출구 앞 대여소&eName=합정역 5번출구 앞 대여소&target=bicycle
2348,2388,포스코사거리(기업은행),강남구 도시관리공단,http://map.daum.net/?sName=포스코사거리(기업은행) 대여소&eName=강남구 도시관리공단 대여소&target=bicycle
1204,1207,거여역 3번출구,마천CU우방점 앞,http://map.daum.net/?sName=거여역 3번출구 대여소&eName=마천CU우방점 앞 대여소&target=bicycle
1506,1540,강북문화예술회관,가오리역,http://map.daum.net/?sName=강북문화예술회관 대여소&eName=가오리역 대여소&target=bicycle
1512,1540,강북중학교 앞,가오리역,http://map.daum.net/?sName=강북중학교 앞 대여소&eName=가오리역 대여소&target=bicycle
1539,1540,4.19민주묘지역,가오리역,http://map.daum.net/?sName=4.19민주묘지역 대여소&eName=가오리역 대여소&target=bicycle
417,419,DMC역 2번출구 옆,홈플러스 앞,http://map.daum.net/?sName=DMC역 2번출구 옆 대여소&eName=홈플러스 앞 대여소&target=bicycle
194,419,증산교 앞,홈플러스 앞,http://map.daum.net/?sName=증산교 앞 대여소&eName=홈플러스 앞 대여소&target=bicycle
192,419,연서어린이공원,홈플러스 앞,http://map.daum.net/?sName=연서어린이공원 대여소&eName=홈플러스 앞 대여소&target=bicycle
1709,1723,쌍문역4번출구 주변,방학동학마을도서관,http://map.daum.net/?sName=쌍문역4번출구 주변 대여소&eName=방학동학마을도서관 대여소&target=bicycle
1709,1713,쌍문역4번출구 주변,쌍문동 청소년 랜드,http://map.daum.net/?sName=쌍문역4번출구 주변 대여소&eName=쌍문동 청소년 랜드 대여소&target=bicycle
1535,1713,효성인텔리안 앞,쌍문동 청소년 랜드,http://map.daum.net/?sName=효성인텔리안 앞 대여소&eName=쌍문동 청소년 랜드 대여소&target=bicycle
1526,1713,수유동 채선당앞,쌍문동 청소년 랜드,http://map.daum.net/?sName=수유동 채선당앞 대여소&eName=쌍문동 청소년 랜드 대여소&target=bicycle
1709,1722,쌍문역4번출구 주변,창동청소년수련관,http://map.daum.net/?sName=쌍문역4번출구 주변 대여소&eName=창동청소년수련관 대여소&target=bicycle
1827,1834,독산보도육교 앞 자전거 보관소,월드메르디앙 벤처센터 2차,http://map.daum.net/?sName=독산보도육교 앞 자전거 보관소 대여소&eName=월드메르디앙 벤처센터 2차 대여소&target=bicycle
2206,2270,언남초등학교 앞,서초포레스타 7단지,http://map.daum.net/?sName=언남초등학교 앞 대여소&eName=서초포레스타 7단지 대여소&target=bicycle
2206,2256,언남초등학교 앞,양재동 꽃시장 입구,http://map.daum.net/?sName=언남초등학교 앞 대여소&eName=양재동 꽃시장 입구 대여소&target=bicycle
2247,2256,섬들근린공원,양재동 꽃시장 입구,http://map.daum.net/?sName=섬들근린공원 대여소&eName=양재동 꽃시장 입구 대여소&target=bicycle
2128,2169,관악구청교차로,봉천역 2번출구,http://map.daum.net/?sName=관악구청교차로 대여소&eName=봉천역 2번출구 대여소&target=bicycle
263,264,근로자회관 사거리,교보생명보험 앞,http://map.daum.net/?sName=근로자회관 사거리 대여소&eName=교보생명보험 앞 대여소&target=bicycle
1126,1167,우장산역 1번출구옆(우장산아이파크105동앞),마곡수명산파크3단지 교차로,http://map.daum.net/?sName=우장산역 1번출구옆(우장산아이파크105동앞) 대여소&eName=마곡수명산파크3단지 교차로 대여소&target=bicycle
1125,1167,명덕고교입구(영종빌딩),마곡수명산파크3단지 교차로,http://map.daum.net/?sName=명덕고교입구(영종빌딩) 대여소&eName=마곡수명산파크3단지 교차로 대여소&target=bicycle
1160,1167,양천향교역 7번출구앞,마곡수명산파크3단지 교차로,http://map.daum.net/?sName=양천향교역 7번출구앞 대여소&eName=마곡수명산파크3단지 교차로 대여소&target=bicycle
1126,1166,우장산역 1번출구옆(우장산아이파크105동앞),강서구립등빛도서관,http://map.daum.net/?sName=우장산역 1번출구옆(우장산아이파크105동앞) 대여소&eName=강서구립등빛도서관 대여소&target=bicycle
1111,1166,마곡엠밸리6_7단지 마곡중학교,강서구립등빛도서관,http://map.daum.net/?sName=마곡엠밸리6_7단지 마곡중학교 대여소&eName=강서구립등빛도서관 대여소&target=bicycle
1126,1127,우장산역 1번출구옆(우장산아이파크105동앞),화곡역(에이스정형외과앞) 버스정류장,http://map.daum.net/?sName=우장산역 1번출구옆(우장산아이파크105동앞) 대여소&eName=화곡역(에이스정형외과앞) 버스정류장 대여소&target=bicycle
2341,2376,일원역 4~5번 출구 사이,수서역 6번출구 앞,http://map.daum.net/?sName=일원역 4~5번 출구 사이 대여소&eName=수서역 6번출구 앞 대여소&target=bicycle
1403,1455,중화빌딩 앞 (동부시장),상봉역 2번 출구,http://map.daum.net/?sName=중화빌딩 앞 (동부시장) 대여소&eName=상봉역 2번 출구 대여소&target=bicycle
1446,1455,중랑전화국 교차로,상봉역 2번 출구,http://map.daum.net/?sName=중랑전화국 교차로 대여소&eName=상봉역 2번 출구 대여소&target=bicycle
1403,1451,중화빌딩 앞 (동부시장),중랑세무서,http://map.daum.net/?sName=중화빌딩 앞 (동부시장) 대여소&eName=중랑세무서 대여소&target=bicycle
908,931,구산역 4번출구,역촌파출소,http://map.daum.net/?sName=구산역 4번출구 대여소&eName=역촌파출소 대여소&target=bicycle
926,931,불광역 8번출구,역촌파출소,http://map.daum.net/?sName=불광역 8번출구 대여소&eName=역촌파출소 대여소&target=bicycle
908,913,구산역 4번출구,이마트 은평점,http://map.daum.net/?sName=구산역 4번출구 대여소&eName=이마트 은평점 대여소&target=bicycle
419,913,홈플러스 앞,이마트 은평점,http://map.daum.net/?sName=홈플러스 앞 대여소&eName=이마트 은평점 대여소&target=bicycle
238,240,제2구민체육센타 앞,문래역 4번출구 앞,http://map.daum.net/?sName=제2구민체육센타 앞 대여소&eName=문래역 4번출구 앞 대여소&target=bicycle
239,240,유스호스텔 앞,문래역 4번출구 앞,http://map.daum.net/?sName=유스호스텔 앞 대여소&eName=문래역 4번출구 앞 대여소&target=bicycle
124,132,서강대 정문 건너편,창천문화공원,http://map.daum.net/?sName=서강대 정문 건너편 대여소&eName=창천문화공원 대여소&target=bicycle
111,132,상수역 2번출구 앞,창천문화공원,http://map.daum.net/?sName=상수역 2번출구 앞 대여소&eName=창천문화공원 대여소&target=bicycle
811,816,녹사평역1번출구,신용산역 6번출구 앞,http://map.daum.net/?sName=녹사평역1번출구 대여소&eName=신용산역 6번출구 앞 대여소&target=bicycle
810,816,이태원지하보도,신용산역 6번출구 앞,http://map.daum.net/?sName=이태원지하보도 대여소&eName=신용산역 6번출구 앞 대여소&target=bicycle
812,816,용산전쟁기념관,신용산역 6번출구 앞,http://map.daum.net/?sName=용산전쟁기념관 대여소&eName=신용산역 6번출구 앞 대여소&target=bicycle
811,812,녹사평역1번출구,용산전쟁기념관,http://map.daum.net/?sName=녹사평역1번출구 대여소&eName=용산전쟁기념관 대여소&target=bicycle
811,813,녹사평역1번출구,삼각지역 3번출구,http://map.daum.net/?sName=녹사평역1번출구 대여소&eName=삼각지역 3번출구 대여소&target=bicycle
1707,1708,도봉구민회관,보건소사거리(다비치안경창동점),http://map.daum.net/?sName=도봉구민회관 대여소&eName=보건소사거리(다비치안경창동점) 대여소&target=bicycle
3504,546,원일교회,잠실대교북단 교차로,http://map.daum.net/?sName=원일교회 대여소&eName=잠실대교북단 교차로 대여소&target=bicycle
509,546,이마트 버스정류소 옆,잠실대교북단 교차로,http://map.daum.net/?sName=이마트 버스정류소 옆 대여소&eName=잠실대교북단 교차로 대여소&target=bicycle
3504,548,원일교회,자양나들목,http://map.daum.net/?sName=원일교회 대여소&eName=자양나들목 대여소&target=bicycle
176,909,명지대학교 도서관,백련산 힐스테이트 3차,http://map.daum.net/?sName=명지대학교 도서관 대여소&eName=백련산 힐스테이트 3차 대여소&target=bicycle
1024,1028,강동구청 앞,포레스 주상복합 빌딩,http://map.daum.net/?sName=강동구청 앞 대여소&eName=포레스 주상복합 빌딩 대여소&target=bicycle
1024,1030,강동구청 앞,미호 플랜트 앞,http://map.daum.net/?sName=강동구청 앞 대여소&eName=미호 플랜트 앞 대여소&target=bicycle
2108,2119,은천치안센터,중앙동 동진빌딩,http://map.daum.net/?sName=은천치안센터 대여소&eName=중앙동 동진빌딩 대여소&target=bicycle
1343,1361,한성대7번출구 앞,홍익중고 입구,http://map.daum.net/?sName=한성대7번출구 앞 대여소&eName=홍익중고 입구 대여소&target=bicycle
1355,1361,보문2교,홍익중고 입구,http://map.daum.net/?sName=보문2교 대여소&eName=홍익중고 입구 대여소&target=bicycle
